id,archetype,latency_ms,drift_score,response_len
CHM-0770,peasant,1810.3,1.0,36
CHM-0771,peasant,1992.9,0.6667,55
CHM-0772,noble,2782.3,0.75,85
CHM-0773,scholar,5879.7,1.0,213
CHM-0774,guard,3408.7,1.0,113
CHM-0775,guard,1468.9,1.0,42
CHM-0776,noble,1927.3,1.0,53
CHM-0777,guard,1943.2,1.0,56
CHM-0778,noble,1894.0,1.0,57
CHM-0779,peasant,2264.8,1.0,61
CHM-0780,scholar,2252.3,1.0,96
CHM-0781,noble,2455.3,1.0,60
CHM-0782,noble,3674.0,1.0,99
CHM-0783,noble,8926.8,1.0,216
CHM-0784,scholar,1875.5,0.5,63
CHM-0785,peasant,3052.6,0.5,99
CHM-0786,noble,12145.0,0.75,215
CHM-0787,guard,1729.1,1.0,42
CHM-0788,guard,999.2,1.0,25
CHM-0789,noble,2516.2,1.0,67
CHM-0790,guard,8931.0,1.0,238
CHM-0791,peasant,2933.1,1.0,84
CHM-0792,peasant,1080.4,1.0,30
CHM-0793,peasant,3998.9,1.0,122
CHM-0794,peasant,2341.1,1.0,68
CHM-0795,guard,2414.1,1.0,55
CHM-0796,noble,1977.1,1.0,41
CHM-0797,peasant,13564.7,0.6667,246
CHM-0798,noble,2929.3,1.0,78
CHM-0799,guard,3056.5,1.0,87
CHM-0800,noble,17233.5,1.0,159
CHM-0801,peasant,5748.0,1.0,43
CHM-0802,guard,13146.3,1.0,82
CHM-0803,noble,1753.7,0.75,51
SYN-0804,merchant,7735.0,1.0,254
SYN-0805,merchant,1221.5,1.0,43
SYN-0806,merchant,8608.1,1.0,289
SYN-0807,merchant,8712.3,1.0,252
SYN-0808,merchant,1943.1,0.0,45
SYN-0809,merchant,4046.2,1.0,93
SYN-0810,scholar,2747.3,1.0,60
SYN-0811,scholar,3812.2,0.0,67
SYN-0812,scholar,2972.4,1.0,72
SYN-0813,scholar,2687.8,1.0,77
SYN-0814,scholar,1224.6,0.0,34
SYN-0815,innkeeper,2903.3,1.0,98
